,City,State,Country,Update,Latitude,Longitude,Confirmed,Deaths,Recovered
380,,,Mainland China,2020-02-11 06:23:02,,,303.0,1.0,52.0
381,,,Mainland China,2020-02-11 14:03:05,,,267.0,0.0,45.0
382,,,Mainland China,2020-02-11 11:23:04,,,239.0,2.0,48.0
383,,,Mainland China,2020-02-11 06:03:16,,,219.0,0.0,32.0
384,,,Mainland China,2020-02-11 11:23:04,,,215.0,1.0,33.0
385,,,Mainland China,2020-02-11 09:23:04,,,153.0,0.0,20.0
386,,,Mainland China,2020-02-11 14:33:02,,,144.0,3.0,20.0
387,,,Others,2020-02-10 16:03:12,,,135.0,0.0,0.0
388,,,Mainland China,2020-02-11 14:03:05,,,127.0,1.0,17.0
389,,,Mainland China,2020-02-11 23:33:02,,,124.0,0.0,30.0
390,,,Mainland China,2020-02-11 12:53:02,,,111.0,0.0,19.0
391,,,Mainland China,2020-02-11 23:13:05,,,106.0,2.0,10.0
392,,,Mainland China,2020-02-11 15:23:04,,,86.0,2.0,24.0
393,,,Mainland China,2020-02-11 08:03:06,,,81.0,1.0,18.0
394,,,Mainland China,2020-02-10 02:43:05,,,58.0,0.0,5.0
395,,,Mainland China,2020-02-11 09:13:11,,,55.0,0.0,3.0
396,,,Mainland China,2020-02-11 10:03:08,,,53.0,0.0,22.0
397,,,Hong Kong,2020-02-11 09:43:02,,,49.0,1.0,0.0
398,,,Singapore,2020-02-11 16:43:06,,,47.0,0.0,9.0
399,,,Thailand,2020-02-11 18:43:04,,,33.0,0.0,10.0
400,,,South Korea,2020-02-11 02:53:02,,,28.0,0.0,3.0
401,,,Japan,2020-02-11 02:53:02,,,26.0,0.0,9.0
402,,,Mainland China,2020-02-11 11:23:04,,,18.0,0.0,5.0
403,,,Malaysia,2020-02-11 03:13:13,,,18.0,0.0,3.0
404,,,Taiwan,2020-02-09 09:13:11,,,18.0,0.0,1.0
405,,,Germany,2020-02-11 19:33:03,,,16.0,0.0,0.0
406,,,Vietnam,2020-02-11 16:43:06,,,15.0,0.0,6.0
407,,,France,2020-02-08 09:53:01,,,11.0,0.0,0.0
408,,,Macau,2020-02-06 14:23:04,,,10.0,0.0,1.0
409,,,UK,2020-02-10 19:03:02,,,8.0,0.0,0.0
410,,,United Arab Emirates,2020-02-10 23:03:09,,,8.0,0.0,0.0
411,,,Australia,2020-02-09 19:33:02,,,5.0,0.0,0.0
412,,,Australia,2020-02-06 03:13:22,,,4.0,0.0,2.0
413,,,Australia,2020-02-01 18:12:49,,,4.0,0.0,0.0
414,,,Canada,2020-02-07 05:43:03,,,4.0,0.0,0.0
415,,,India,2020-02-03 21:43:02,,,3.0,0.0,0.0
416,,,Italy,2020-02-07 17:53:02,,,3.0,0.0,0.0
417,,,Philippines,2020-02-07 16:43:04,,,3.0,1.0,0.0
418,,,Australia,2020-02-02 22:33:07,,,2.0,0.0,0.0
419,,,Canada,2020-02-04 00:13:06,,,2.0,0.0,0.0
420,,,Russia,2020-01-31 16:13:45,,,2.0,0.0,0.0
421,,,Spain,2020-02-09 20:33:03,,,2.0,0.0,0.0
422,,,US,2020-02-09 19:03:03,,,2.0,0.0,2.0
423,,,US,2020-02-03 03:53:02,,,2.0,0.0,0.0
424,,,US,2020-02-03 00:43:02,,,2.0,0.0,0.0
425,,,Belgium,2020-02-04 15:43:02,,,1.0,0.0,0.0
426,,,Cambodia,2020-01-31 08:15:53,,,1.0,0.0,0.0
427,,,Canada,2020-02-04 00:03:11,,,1.0,0.0,0.0
428,,,Finland,2020-01-31 08:15:53,,,1.0,0.0,0.0
429,,,Mainland China,2020-02-01 01:52:40,,,1.0,0.0,0.0
430,,,Nepal,2020-01-31 08:15:53,,,1.0,0.0,0.0
431,,,Sri Lanka,2020-02-08 03:43:03,,,1.0,0.0,1.0
432,,,Sweden,2020-02-01 02:13:26,,,1.0,0.0,0.0
433,,,US,2020-02-01 19:43:03,,,1.0,0.0,0.0
434,,,US,2020-02-01 19:53:03,,,1.0,0.0,0.0
435,,,US,2020-02-05 21:53:02,,,1.0,0.0,0.0
436,,,US,2020-02-01 19:53:03,,,1.0,0.0,0.0
437,,,US,2020-02-11 01:23:05,,,1.0,0.0,0.0
438,,,US,2020-02-09 07:03:04,,,1.0,0.0,1.0
439,,,US,2020-02-01 19:43:03,,,1.0,0.0,0.0
440,,,Mainland China,2020-01-27 23:59:00,,,1423.0,76.0,45.0
441,,,Mainland China,2020-01-27 23:59:00,,,151.0,0.0,4.0
442,,,Mainland China,2020-01-27 23:59:00,,,128.0,0.0,1.0
443,,,Mainland China,2020-01-27 23:59:00,,,128.0,1.0,0.0
444,,,Mainland China,2020-01-27 23:59:00,,,110.0,0.0,0.0
445,,,Mainland China,2020-01-27 23:59:00,,,100.0,0.0,0.0
446,,,Mainland China,2020-01-27 23:59:00,,,80.0,1.0,2.0
447,,,Mainland China,2020-01-27 23:59:00,,,75.0,0.0,0.0
448,,,Mainland China,2020-01-27 23:59:00,,,72.0,0.0,2.0
449,,,Mainland China,2020-01-27 23:59:00,,,70.0,0.0,0.0
450,,,Mainland China,2020-01-27 23:59:00,,,69.0,0.0,0.0
451,,,Mainland China,2020-01-27 23:59:00,,,59.0,0.0,0.0
452,,,Mainland China,2020-01-27 23:59:00,,,53.0,1.0,3.0
453,,,Mainland China,2020-01-27 23:59:00,,,47.0,0.0,1.0
454,,,Mainland China,2020-01-27 23:59:00,,,46.0,0.0,0.0
455,,,Mainland China,2020-01-27 23:59:00,,,35.0,0.0,0.0
456,,,Mainland China,2020-01-27 23:59:00,,,33.0,1.0,0.0
457,,,Mainland China,2020-01-27 23:59:00,,,27.0,0.0,0.0
458,,,Mainland China,2020-01-27 23:59:00,,,26.0,0.0,0.0
459,,,Mainland China,2020-01-27 23:59:00,,,23.0,0.0,0.0
460,,,Mainland China,2020-01-27 23:59:00,,,21.0,1.0,0.0
461,,,Mainland China,2020-01-27 23:59:00,,,18.0,1.0,0.0
462,,,Mainland China,2020-01-27 23:59:00,,,14.0,0.0,0.0
463,,,Mainland China,2020-01-27 23:59:00,,,13.0,0.0,0.0
464,,,Mainland China,2020-01-27 23:59:00,,,11.0,0.0,0.0
465,,,Hong Kong,2020-01-27 23:59:00,,,8.0,0.0,0.0
466,,,Mainland China,2020-01-27 23:59:00,,,7.0,0.0,0.0
467,,,Mainland China,2020-01-27 23:59:00,,,7.0,0.0,0.0
468,,,Mainland China,2020-01-27 23:59:00,,,6.0,0.0,0.0
469,,,Macau,2020-01-27 23:59:00,,,6.0,0.0,0.0
470,,,Mainland China,2020-01-27 23:59:00,,,6.0,0.0,0.0
471,,,Taiwan,2020-01-27 23:59:00,,,5.0,0.0,0.0
472,,,Mainland China,2020-01-27 23:59:00,,,5.0,0.0,0.0
473,,,US,2020-01-27 23:59:00,,,1.0,0.0,0.0
474,,,US,2020-01-27 23:59:00,,,1.0,0.0,0.0
475,,,US,2020-01-27 23:59:00,,,2.0,0.0,0.0
476,,,US,2020-01-27 23:59:00,,,1.0,0.0,0.0
477,,,Japan,2020-01-27 23:59:00,,,4.0,0.0,1.0
478,,,Thailand,2020-01-27 23:59:00,,,8.0,0.0,2.0
479,,,South Korea,2020-01-27 23:59:00,,,4.0,0.0,0.0
480,,,Singapore,2020-01-27 23:59:00,,,5.0,0.0,0.0
481,,,Vietnam,2020-01-27 23:59:00,,,2.0,0.0,0.0
482,,,France,2020-01-27 23:59:00,,,3.0,0.0,0.0
483,,,Nepal,2020-01-27 23:59:00,,,1.0,0.0,0.0
484,,,Malaysia,2020-01-27 23:59:00,,,4.0,0.0,0.0
485,,,Canada,2020-01-27 23:59:00,,,1.0,0.0,0.0
486,,,Cambodia,2020-01-27 23:59:00,,,1.0,0.0,0.0
487,,,Sri Lanka,2020-01-27 23:59:00,,,1.0,0.0,0.0
488,,,Ivory Coast,2020-01-27 23:59:00,,,1.0,0.0,0.0
489,,,Australia,2020-01-27 23:59:00,,,4.0,0.0,0.0
490,,,Australia,2020-01-27 23:59:00,,,1.0,0.0,0.0
491,,,Mainland China,2020-02-06 23:23:02,,,22112.0,618.0,817.0
492,,,Mainland China,2020-02-06 12:43:02,,,970.0,0.0,69.0
493,,,Mainland China,2020-02-06 10:53:04,,,954.0,0.0,94.0
494,,,Mainland China,2020-02-06 11:23:14,,,851.0,2.0,56.0
495,,,Mainland China,2020-02-06 13:13:06,,,711.0,0.0,81.0
496,,,Mainland China,2020-02-06 02:33:01,,,600.0,0.0,37.0
497,,,Mainland China,2020-02-06 13:33:02,,,591.0,0.0,34.0
498,,,Mainland China,2020-02-06 23:33:02,,,411.0,2.0,24.0
499,,,Mainland China,2020-02-06 08:03:10,,,373.0,0.0,34.0
500,,,Mainland China,2020-02-06 07:53:02,,,347.0,0.0,27.0
501,,,Mainland China,2020-02-06 08:03:10,,,321.0,1.0,31.0
502,,,Mainland China,2020-02-06 03:23:11,,,274.0,1.0,31.0
503,,,Mainland China,2020-02-06 06:53:07,,,257.0,1.0,25.0
504,,,Mainland China,2020-02-06 08:13:06,,,227.0,3.0,8.0
505,,,Mainland China,2020-02-06 11:03:19,,,215.0,0.0,14.0
506,,,Mainland China,2020-02-06 13:53:02,,,173.0,0.0,9.0
507,,,Mainland China,2020-02-06 04:13:13,,,168.0,0.0,14.0
508,,,Mainland China,2020-02-06 13:53:02,,,157.0,1.0,13.0
509,,,Mainland China,2020-02-06 09:43:02,,,133.0,0.0,7.0
510,,,Mainland China,2020-02-06 11:13:24,,,106.0,1.0,8.0
511,,,Mainland China,2020-02-06 23:03:02,,,96.0,0.0,12.0
512,,,Mainland China,2020-02-06 14:33:02,,,94.0,0.0,5.0
513,,,Mainland China,2020-02-06 23:43:01,,,79.0,1.0,2.0
514,,,Mainland China,2020-02-06 09:53:02,,,71.0,1.0,6.0
515,,,Mainland China,2020-02-05 16:23:06,,,62.0,0.0,6.0
516,,,Mainland China,2020-02-06 14:23:04,,,59.0,0.0,4.0
517,,,Mainland China,2020-02-06 02:23:08,,,46.0,0.0,4.0
518,,,Japan,2020-02-06 02:53:03,,,45.0,0.0,1.0
519,,,Mainland China,2020-02-06 02:13:15,,,40.0,0.0,1.0
520,,,Mainland China,2020-02-06 01:13:08,,,36.0,0.0,0.0
521,,,Singapore,2020-02-05 16:33:03,,,28.0,0.0,0.0
522,,,Thailand,2020-02-04 15:33:03,,,25.0,0.0,5.0
523,,,Hong Kong,2020-02-06 14:43:02,,,24.0,1.0,0.0
524,,,South Korea,2020-02-06 02:53:03,,,23.0,0.0,0.0
525,,,Mainland China,2020-02-06 02:13:15,,,18.0,0.0,3.0
526,,,Taiwan,2020-02-06 15:03:04,,,16.0,0.0,1.0
527,,,Germany,2020-02-03 20:53:02,,,12.0,0.0,0.0
528,,,Malaysia,2020-02-05 15:43:02,,,12.0,0.0,0.0
529,,,Macau,2020-02-06 14:23:04,,,10.0,0.0,1.0
530,,,Vietnam,2020-02-06 01:13:08,,,10.0,0.0,1.0
531,,,France,2020-02-01 01:52:40,,,6.0,0.0,0.0
532,,,United Arab Emirates,2020-02-02 05:43:01,,,5.0,0.0,0.0
533,,,Australia,2020-02-06 03:13:22,,,4.0,0.0,2.0
534,,,Australia,2020-02-06 02:53:03,,,4.0,0.0,0.0
535,,,Australia,2020-02-01 18:12:49,,,4.0,0.0,0.0
536,,,India,2020-02-03 21:43:02,,,3.0,0.0,0.0
537,,,Australia,2020-02-02 22:33:07,,,2.0,0.0,0.0
538,,,Canada,2020-02-05 17:33:03,,,2.0,0.0,0.0
539,,,Canada,2020-02-04 00:13:06,,,2.0,0.0,0.0
540,,,Italy,2020-01-31 08:15:53,,,2.0,0.0,0.0
541,,,Philippines,2020-02-02 03:33:07,,,2.0,1.0,0.0
542,,,Russia,2020-01-31 16:13:45,,,2.0,0.0,0.0
543,,,UK,2020-02-01 01:52:40,,,2.0,0.0,0.0
544,,,US,2020-02-01 19:43:03,,,2.0,0.0,0.0
545,,,US,2020-02-03 03:53:02,,,2.0,0.0,0.0
546,,,US,2020-02-03 00:43:02,,,2.0,0.0,0.0
547,,,Belgium,2020-02-04 15:43:02,,,1.0,0.0,0.0
548,,,Cambodia,2020-01-31 08:15:53,,,1.0,0.0,0.0
549,,,Canada,2020-02-04 00:03:11,,,1.0,0.0,0.0
550,,,Finland,2020-01-31 08:15:53,,,1.0,0.0,0.0
551,,,Mainland China,2020-02-01 01:52:40,,,1.0,0.0,0.0
552,,,Nepal,2020-01-31 08:15:53,,,1.0,0.0,0.0
553,,,Spain,2020-02-01 23:43:02,,,1.0,0.0,0.0
554,,,Sri Lanka,2020-01-31 08:15:53,,,1.0,0.0,0.0
555,,,Sweden,2020-02-01 02:13:26,,,1.0,0.0,0.0
556,,,US,2020-02-01 19:43:03,,,1.0,0.0,0.0
557,,,US,2020-02-01 19:53:03,,,1.0,0.0,0.0
558,,,US,2020-02-05 21:53:02,,,1.0,0.0,0.0
559,,,US,2020-02-01 19:53:03,,,1.0,0.0,0.0
560,,,US,2020-02-01 19:43:03,,,1.0,0.0,0.0
561,,,US,2020-02-01 19:43:03,,,1.0,0.0,0.0
562,,,Mainland China,2020-01-25 17:00:00,,,761.0,40.0,32.0
563,,,Mainland China,2020-01-25 17:00:00,,,78.0,0.0,2.0
564,,,Mainland China,2020-01-25 17:00:00,,,62.0,0.0,1.0
565,,,Mainland China,2020-01-25 17:00:00,,,57.0,0.0,0.0
566,,,Mainland China,2020-01-25 17:00:00,,,43.0,0.0,0.0
567,,,Mainland China,2020-01-25 17:00:00,,,41.0,0.0,2.0
568,,,Mainland China,2020-01-25 17:00:00,,,39.0,0.0,0.0
569,,,Mainland China,2020-01-25 17:00:00,,,33.0,0.0,1.0
570,,,Mainland China,2020-01-25 17:00:00,,,32.0,0.0,0.0
571,,,Mainland China,2020-01-25 17:00:00,,,28.0,0.0,0.0
572,,,Mainland China,2020-01-25 17:00:00,,,27.0,0.0,0.0
573,,,Mainland China,2020-01-25 17:00:00,,,23.0,0.0,0.0
574,,,Mainland China,2020-01-25 17:00:00,,,19.0,0.0,0.0
575,,,Mainland China,2020-01-25 17:00:00,,,18.0,0.0,0.0
576,,,Mainland China,2020-01-25 17:00:00,,,18.0,0.0,0.0
577,,,Mainland China,2020-01-25 17:00:00,,,18.0,0.0,1.0
578,,,Mainland China,2020-01-25 17:00:00,,,17.0,0.0,0.0
579,,,Mainland China,2020-01-25 17:00:00,,,15.0,0.0,0.0
580,,,Mainland China,2020-01-25 17:00:00,,,11.0,0.0,0.0
581,,,Mainland China,2020-01-25 17:00:00,,,10.0,0.0,0.0
582,,,Mainland China,2020-01-25 17:00:00,,,9.0,1.0,0.0
583,,,Mainland China,2020-01-25 17:00:00,,,8.0,1.0,0.0
584,,,Mainland China,2020-01-25 17:00:00,,,7.0,0.0,0.0
585,,,Mainland China,2020-01-25 17:00:00,,,6.0,0.0,0.0
586,,,Hong Kong,2020-01-25 17:00:00,,,5.0,0.0,0.0
587,,,Mainland China,2020-01-25 17:00:00,,,4.0,0.0,0.0
588,,,Mainland China,2020-01-25 17:00:00,,,4.0,0.0,0.0
589,,,Mainland China,2020-01-25 17:00:00,,,4.0,0.0,0.0
590,,,Mainland China,2020-01-25 17:00:00,,,3.0,0.0,0.0
591,,,Taiwan,2020-01-25 17:00:00,,,3.0,0.0,0.0
592,,,Mainland China,2020-01-25 17:00:00,,,3.0,0.0,0.0
593,,,Macau,2020-01-25 17:00:00,,,2.0,0.0,0.0
594,,,Mainland China,2020-01-25 17:00:00,,,1.0,0.0,0.0
595,,,US,2020-01-25 17:00:00,,,1.0,0.0,0.0
596,,,US,2020-01-25 17:00:00,,,1.0,0.0,0.0
597,,,Japan,2020-01-25 17:00:00,,,2.0,0.0,0.0
598,,,Thailand,2020-01-25 17:00:00,,,7.0,0.0,0.0
599,,,South Korea,2020-01-25 17:00:00,,,2.0,0.0,0.0
600,,,Singapore,2020-01-25 17:00:00,,,3.0,0.0,0.0
601,,,Vietnam,2020-01-25 17:00:00,,,2.0,0.0,0.0
602,,,France,2020-01-25 17:00:00,,,3.0,0.0,0.0
603,,,Australia,2020-01-25 17:00:00,,,4.0,0.0,0.0
604,,,Nepal,2020-01-25 17:00:00,,,1.0,0.0,0.0
605,,,Malaysia,2020-01-25 17:00:00,,,3.0,0.0,0.0
606,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
607,,,Mainland China,2020-01-22 17:00:00,,,14.0,0.0,0.0
608,,,Mainland China,2020-01-22 17:00:00,,,6.0,0.0,0.0
609,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
610,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
611,,,Mainland China,2020-01-22 17:00:00,,,26.0,0.0,0.0
612,,,Mainland China,2020-01-22 17:00:00,,,2.0,0.0,0.0
613,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
614,,,Mainland China,2020-01-22 17:00:00,,,4.0,0.0,0.0
615,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
616,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
617,,,Mainland China,2020-01-22 17:00:00,,,5.0,0.0,0.0
618,,,Hong Kong,2020-01-22 17:00:00,,,0.0,0.0,0.0
619,,,Mainland China,2020-01-22 17:00:00,,,444.0,17.0,28.0
620,,,Mainland China,2020-01-22 17:00:00,,,4.0,0.0,0.0
621,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
622,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
623,,,Mainland China,2020-01-22 17:00:00,,,2.0,0.0,0.0
624,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
625,,,Mainland China,2020-01-22 17:00:00,,,2.0,0.0,0.0
626,,,Macau,2020-01-22 17:00:00,,,1.0,0.0,0.0
627,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
628,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
629,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
630,,,Mainland China,2020-01-22 17:00:00,,,2.0,0.0,0.0
631,,,Mainland China,2020-01-22 17:00:00,,,9.0,0.0,0.0
632,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
633,,,Mainland China,2020-01-22 17:00:00,,,5.0,0.0,0.0
634,,,Taiwan,2020-01-22 17:00:00,,,1.0,0.0,0.0
635,,,Mainland China,2020-01-22 17:00:00,,,4.0,0.0,0.0
636,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
637,,,US,2020-01-22 17:00:00,,,1.0,0.0,0.0
638,,,Mainland China,2020-01-22 17:00:00,,,0.0,0.0,0.0
639,,,Mainland China,2020-01-22 17:00:00,,,1.0,0.0,0.0
640,,,Mainland China,2020-01-22 17:00:00,,,10.0,0.0,0.0
641,,,Japan,2020-01-22 17:00:00,,,2.0,0.0,0.0
642,,,Thailand,2020-01-22 17:00:00,,,2.0,0.0,0.0
643,,,South Korea,2020-01-22 17:00:00,,,1.0,0.0,0.0
644,,,Mainland China,2020-02-01 11:53:00,,,7153.0,249.0,168.0
645,,,Mainland China,2020-02-01 10:53:00,,,599.0,0.0,21.0
646,,,Mainland China,2020-02-01 14:23:00,,,535.0,0.0,14.0
647,,,Mainland China,2020-02-01 01:52:00,,,422.0,2.0,3.0
648,,,Mainland China,2020-02-01 11:03:00,,,389.0,0.0,8.0
649,,,Mainland China,2020-02-01 13:33:00,,,297.0,0.0,5.0
650,,,Mainland China,2020-02-01 01:52:00,,,286.0,0.0,9.0
651,,,Mainland China,2020-02-01 08:43:00,,,247.0,1.0,3.0
652,,,Mainland China,2020-02-01 01:52:00,,,207.0,1.0,3.0
653,,,Mainland China,2020-02-01 07:51:00,,,206.0,0.0,3.0
654,,,Mainland China,2020-02-01 14:03:00,,,202.0,0.0,6.0
655,,,Mainland China,2020-02-01 06:05:00,,,169.0,1.0,10.0
656,,,Mainland China,2020-02-01 09:17:00,,,168.0,1.0,9.0
657,,,Mainland China,2020-02-01 05:37:00,,,144.0,0.0,0.0
658,,,Mainland China,2020-02-01 05:37:00,,,101.0,0.0,0.0
659,,,Mainland China,2020-02-01 01:52:00,,,100.0,0.0,2.0
660,,,Mainland China,2020-02-01 01:52:00,,,96.0,1.0,0.0
661,,,Mainland China,2020-02-01 15:53:00,,,93.0,0.0,2.0
662,,,Mainland China,2020-02-01 10:33:00,,,80.0,2.0,2.0
663,,,Mainland China,2020-02-01 15:23:00,,,64.0,0.0,1.0
664,,,Mainland China,2020-02-01 08:43:00,,,62.0,1.0,1.0
665,,,Mainland China,2020-02-01 01:52:00,,,47.0,0.0,1.0
666,,,Mainland China,2020-02-01 15:43:00,,,41.0,0.0,0.0
667,,,Mainland China,2020-02-01 15:43:00,,,40.0,0.0,0.0
668,,,Mainland China,2020-01-31 15:20:00,,,29.0,0.0,2.0
669,,,Mainland China,2020-02-01 02:13:00,,,26.0,0.0,0.0
670,,,Mainland China,2020-02-01 05:37:00,,,23.0,0.0,1.0
671,,,Japan,2020-02-01 18:53:00,,,20.0,0.0,1.0
672,,,Thailand,2020-01-31 10:37:00,,,19.0,0.0,5.0
673,,,Mainland China,2020-02-01 05:37:00,,,18.0,0.0,0.0
674,,,Mainland China,2020-02-01 01:52:00,,,17.0,0.0,1.0
675,,,Singapore,2020-02-01 05:37:00,,,16.0,0.0,0.0
676,,,Hong Kong,2020-02-01 05:37:00,,,13.0,0.0,0.0
677,,,South Korea,2020-02-01 10:43:00,,,12.0,0.0,0.0
678,,,Taiwan,2020-01-31 15:20:00,,,10.0,0.0,0.0
679,,,Mainland China,2020-02-01 05:37:00,,,9.0,0.0,0.0
680,,,Malaysia,2020-01-31 08:15:00,,,8.0,0.0,0.0
681,,,Germany,2020-02-01 18:33:00,,,8.0,0.0,0.0
682,,,Macau,2020-01-31 08:15:00,,,7.0,0.0,0.0
683,,,France,2020-02-01 01:52:00,,,6.0,0.0,0.0
684,,,Vietnam,2020-02-01 07:38:00,,,6.0,0.0,1.0
685,,,Australia,2020-02-01 18:12:00,,,4.0,0.0,2.0
686,,,Australia,2020-02-01 18:12:00,,,4.0,0.0,0.0
687,,,United Arab Emirates,2020-01-31 08:15:00,,,4.0,0.0,0.0
688,,,Australia,2020-02-01 18:12:00,,,3.0,0.0,0.0
689,,,Canada,2020-02-01 18:12:00,,,3.0,0.0,0.0
690,,,Italy,2020-01-31 08:15:00,,,2.0,0.0,0.0
691,,,Russia,2020-01-31 16:13:00,,,2.0,0.0,0.0
692,,,UK,2020-02-01 01:52:00,,,2.0,0.0,0.0
693,,,US,2020-02-01 19:43:00,,,2.0,0.0,0.0
694,,,Australia,2020-02-01 18:12:00,,,1.0,0.0,0.0
695,,,Cambodia,2020-01-31 08:15:00,,,1.0,0.0,0.0
696,,,Canada,2020-02-01 18:12:00,,,1.0,0.0,0.0
697,,,Finland,2020-01-31 08:15:00,,,1.0,0.0,0.0
698,,,India,2020-01-31 08:15:00,,,1.0,0.0,0.0
699,,,Mainland China,2020-02-01 01:52:00,,,1.0,0.0,0.0
700,,,Nepal,2020-01-31 08:15:00,,,1.0,0.0,0.0
701,,,Philippines,2020-02-01 17:43:00,,,1.0,0.0,0.0
702,,,Spain,2020-02-01 02:13:00,,,1.0,0.0,0.0
703,,,Sri Lanka,2020-01-31 08:15:00,,,1.0,0.0,0.0
704,,,Sweden,2020-02-01 02:13:00,,,1.0,0.0,0.0
705,,,US,2020-02-01 19:43:00,,,1.0,0.0,0.0
706,,,US,2020-02-01 19:53:00,,,1.0,0.0,0.0
707,,,US,2020-02-01 19:53:00,,,1.0,0.0,0.0
708,,,US,2020-02-01 19:53:00,,,1.0,0.0,0.0
709,,,US,2020-02-01 19:43:00,,,1.0,0.0,0.0
710,,,US,2020-02-01 19:43:00,,,1.0,0.0,0.0
711,,,Mainland China,2020-01-30 16:00:00,,,4903.0,162.0,90.0
712,,,Mainland China,2020-01-30 16:00:00,,,428.0,0.0,4.0
713,,,Mainland China,2020-01-30 16:00:00,,,354.0,0.0,10.0
714,,,Mainland China,2020-01-30 16:00:00,,,278.0,2.0,2.0
715,,,Mainland China,2020-01-30 16:00:00,,,277.0,0.0,2.0
716,,,Mainland China,2020-01-30 16:00:00,,,200.0,0.0,2.0
717,,,Mainland China,2020-01-30 16:00:00,,,182.0,0.0,1.0
718,,,Mainland China,2020-01-30 16:00:00,,,162.0,0.0,5.0
719,,,Mainland China,2020-01-30 16:00:00,,,158.0,0.0,1.0
720,,,Mainland China,2020-01-30 16:00:00,,,142.0,1.0,1.0
721,,,Mainland China,2020-01-30 16:00:00,,,129.0,0.0,1.0
722,,,Mainland China,2020-01-30 16:00:00,,,114.0,1.0,4.0
723,,,Mainland China,2020-01-30 16:00:00,,,112.0,1.0,5.0
724,,,Mainland China,2020-01-30 16:00:00,,,101.0,0.0,0.0
725,,,Mainland China,2020-01-30 16:00:00,,,78.0,0.0,2.0
726,,,Mainland China,2020-01-30 16:00:00,,,70.0,0.0,0.0
727,,,Mainland China,2020-01-30 16:00:00,,,65.0,1.0,0.0
728,,,Mainland China,2020-01-30 16:00:00,,,63.0,0.0,0.0
729,,,Mainland China,2020-01-30 16:00:00,,,46.0,1.0,1.0
730,,,Mainland China,2020-01-30 16:00:00,,,44.0,2.0,0.0
731,,,Mainland China,2020-01-30 16:00:00,,,41.0,0.0,1.0
732,,,Mainland China,2020-01-30 16:00:00,,,35.0,0.0,1.0
733,,,Mainland China,2020-01-30 16:00:00,,,31.0,0.0,0.0
734,,,Mainland China,2020-01-30 16:00:00,,,26.0,0.0,0.0
735,,,Mainland China,2020-01-30 16:00:00,,,19.0,0.0,0.0
736,,,Mainland China,2020-01-30 16:00:00,,,17.0,0.0,0.0
737,,,Mainland China,2020-01-30 16:00:00,,,14.0,0.0,1.0
738,,,Mainland China,2020-01-30 16:00:00,,,14.0,0.0,0.0
739,,,Mainland China,2020-01-30 16:00:00,,,12.0,0.0,1.0
740,,,Hong Kong,2020-01-30 16:00:00,,,10.0,0.0,0.0
741,,,Taiwan,2020-01-30 16:00:00,,,9.0,0.0,0.0
742,,,Mainland China,2020-01-30 16:00:00,,,8.0,0.0,0.0
743,,,Macau,2020-01-30 16:00:00,,,7.0,0.0,0.0
744,,,Mainland China,2020-01-30 16:00:00,,,1.0,0.0,0.0
745,,,US,2020-01-30 16:00:00,,,1.0,0.0,0.0
746,,,US,2020-01-30 16:00:00,,,1.0,0.0,0.0
747,,,US,2020-01-30 16:00:00,,,2.0,0.0,0.0
748,,,US,2020-01-30 16:00:00,,,1.0,0.0,0.0
749,,,Japan,2020-01-30 16:00:00,,,11.0,0.0,1.0
750,,,Thailand,2020-01-30 16:00:00,,,14.0,0.0,5.0
751,,,South Korea,2020-01-30 16:00:00,,,4.0,0.0,0.0
752,,,Singapore,2020-01-30 16:00:00,,,10.0,0.0,0.0
753,,,Vietnam,2020-01-30 16:00:00,,,2.0,0.0,0.0
754,,,France,2020-01-30 16:00:00,,,5.0,0.0,0.0
755,,,Nepal,2020-01-30 16:00:00,,,1.0,0.0,0.0
756,,,Malaysia,2020-01-30 16:00:00,,,8.0,0.0,0.0
757,,,Canada,2020-01-30 16:00:00,,,2.0,0.0,0.0
758,,,Canada,2020-01-30 16:00:00,,,1.0,0.0,0.0
759,,,Cambodia,2020-01-30 16:00:00,,,1.0,0.0,0.0
760,,,Sri Lanka,2020-01-30 16:00:00,,,1.0,0.0,0.0
761,,,Australia,2020-01-30 16:00:00,,,4.0,0.0,2.0
762,,,Australia,2020-01-30 16:00:00,,,2.0,0.0,0.0
763,,,Australia,2020-01-30 16:00:00,,,3.0,0.0,0.0
764,,,Germany,2020-01-30 16:00:00,,,4.0,0.0,0.0
